"probeset_id","H1.CEL","H2.CEL","H3.CEL","H4.CEL","H5.CEL","H6.CEL","H7.CEL","H8.CEL","H9.CEL","H10.CEL","H11.CEL","H12.CEL","H13.CEL","H14.CEL","H15.CEL","H16.CEL","Symbol","Description","Chromosome","GenBank","Cytoband","UniGene","PubMed","LocusLink"
"8101828",6.67440415393769,7.40650265681287,7.73369327989434,7.92914002880258,9.28287992295457,7.70473366267406,7.79038108125217,8.26575567602733,6.05788344889963,7.43187363795218,7.04461269295798,7.52411070305666,7.64212391615349,8.14292392761435,10.7922209110847,7.60132509948205,"TSPAN5","tetraspanin 5","4","NM_005723","4q23","Hs.591706","9714763, 10719184, 11739647, 12477932, 14702039, 15489334","10098"
"8112613",6.2137360959228,6.2738888236685,6.54643148880567,6.74805863915717,7.0639343057541,6.72410451986685,5.60050764534579,6.39591965945896,6.80658184262093,7.75421943313514,7.03551394402764,6.61500424163503,7.03154958602804,6.72396804963632,6.43596189543763,6.58089920422574,"","","","","","","",""
"8147717",7.98817340502918,7.89087223954207,8.45520390776627,8.29737486052832,8.70359216680801,8.48240463130025,8.54909154588424,8.05560781873925,8.3215673760354,8.79565007727105,8.78741287390586,8.3828833641706,8.75798996572719,8.2738888236685,8.79889296445037,8.58789000278422,"ODF1","outer dense fiber of sperm tails 1","8","NM_024410","8q22.3","Hs.159274","1418683, 8111388, 8305202, 8873064, 8949892, 9045620, 10373309, 10381817, 11468777, 11774369, 12477932, 12533418, 12594206, 15489334","4956"
"7936249",3.45680614923047,0.0840642647884746,2.76765479823735,2.7311832415722,3.31324585178756,3.27798474729977,4.27947129564447,8.15547603043342,1.97452931248388,3.6959938131099,3.29865831556452,2.19849415363908,1.07038932789140,4.14730669878029,1.98185265328974,3.02856915219677,"SORCS1","sortilin-related VPS10 domain containing receptor 1","10","NM_052918","10q23-q25","Hs.591915","11499680, 12482870, 14702039, 15164054","114815"
"8104601",7.65169752945319,7.56292925834063,8.3223337958186,8.29471263736915,7.56063853851848,8.38620739856046,7.67440415393769,8.90264644226933,8.49433560068997,8.63948542315353,9.04775103450638,7.85087441572035,7.50819093055715,8.33690818233618,8.3972895777016,7.99508874103378,"BASP1","brain abundant, membrane attached signal protein 1","5","NM_006317","5p15.1-p14","Hs.201641","9310187, 9749536, 10965107, 12477932, 14701728, 15489334, 17081983","10409"
"8081710",5.69460165335612,7.4589397069291,10.5187908296125,8.81666369975016,9.40956065498278,9.04780555400759,7.56208975000104,8.38568987073921,8.93831520072979,7.92314918047231,8.62351574149055,8.6081069404678,8.38599178452935,8.07863118123353,9.5691340804135,9.27584514695013,"SIDT1","SID1 transmembrane family, member 1","3","NM_017699","3q13.2","Hs.591291","10737800, 12477932, 14702039, 15850781, 16344560","54847"
"7973900",5.35438163211332,4.13750352374993,3.94579495674006,3.68706068833989,4.48542682717024,3.68032435684402,2.65992455840238,3.16832111573972,4.42088657497553,3.92124588858559,3.24031432933371,3.18903382439002,3.66334461936608,5.27835652801072,3.48800077083407,3.95326523901484,"C14orf19","chromosome 14 open reading frame 19","14","NR_002937","14q13","Hs.639271","","280655"
"7952517",5.11852584893567,5.51380653743372,5.29865831556452,4.97131362406888,5.66448284036468,4.88313201565728,5.42559357765306,5.24488705912353,4.25474519762921,5.78894666657714,5.93805049953404,5.2637856138908,5.47216280355037,4.57046293102604,6.04351949366274,5.08448952493625,"","","","","","","",""
"8037352",5.6876206320849,7.1101961777542,7.17801742239103,7.69139457853808,6.05680026314344,6.05636676102453,6.82896155231732,6.65978187976498,6.58089920422574,6.38474058729238,6.54411440220947,6.6160341601211,6.57258654938577,5.96301164759943,6.98913900736823,5.82832692641482,"IRGQ","immunity-related GTPase family, Q","19","NM_001007561","19q13.31","Hs.546476","17353931","126298"
"8137310",7.91611831474902,7.84918613874346,7.28697353052702,7.43621182095422,6.89493899309171,7.01669687836252,7.5928307440545,7.63146811235315,8.92946554997664,6.56483541701035,6.90400231628369,7.26950074929889,6.69265037003553,7.34029521043048,8.15410924262952,6.44261180368934,"ABCB8","ATP-binding cassette, sub-family B (MDR/TAP), member 8","7","NM_007188","7q36","Hs.647118","8125298, 8894702, 9373149, 9878413, 11829140, 12477932, 14702039, 16344560","11194"
"8014969",7.68271373979509,7.59753117422421,8.05782930892248,8.11608399276377,8.24203080192273,7.86350488316575,8.15030580164892,8.33208131710196,7.86684617528408,8.43316811541982,7.89469652333637,7.70867007723323,8.13699111208023,8.03957710306068,7.70673774204146,7.65306001710456,"GJD3","gap junction protein, delta 3, 31.9kDa","17","NM_152219","17q21.2","Hs.649764","12064584, 12154091, 12176752, 12881038, 16772377, 17142249","125111"
"8026298",6.51349074558812,7.49337513793657,7.23869133900967,7.09824268000358,7.43754402631547,6.77860284514321,7.23112515787905,6.40650265681287,7.07456965746987,7.29783336841106,7.23945532660462,7.05376300930399,7.7620165428955,6.52434581646254,7.26275260193781,6.70376517879341,"","","","","","","",""
"8116620",6.80451826988807,6.50731894803385,7.00988458893184,7.01010845347429,6.73308313184512,6.19041732545997,6.24773767265893,7.03716255012738,6.52073652693764,6.96958798089728,6.75888943272096,6.88068552526112,6.56437816856506,6.41498114290309,6.46090634820725,5.27649666564036,"","","","","","","",""
"8015236",6.78358761201847,7.09222858438678,9.16538439479555,7.78181867984235,7.71808758396052,7.00798033649535,6.5528996029403,5.76208300356767,6.077029313819,6.44045394382303,6.2336196767597,7.73315093881719,6.52277766952458,7.94871764126317,7.25067740130403,8.60825482197791,"KRTAP4-4","keratin associated protein 4-4","17","NM_032524","17q12-q21","Hs.307022","11279113, 15955084","84616"
"8041640",5.4154882710497,6.03584381599453,5.69738463076402,5.72109918870718,6.12763327972587,5.55366768848306,6.00876474486344,5.72710360352266,5.87011808396593,6.3127014727958,5.88581837198992,6.06134418828839,6.24355484277846,4.97911075501579,6.30924896081662,5.63575439127776,"MGC40574","hypothetical protein MGC40574","2","BC032412","2p21","Hs.194480","12477932","285048"
"8162466",8.14817148665179,7.27919268447989,7.97119864538455,7.47565237840642,7.66013854990472,7.62395462859252,7.44360665147561,7.8483725594775,8.17247751453935,7.50311017459798,7.31894946359502,7.2629404773178,7.22496636500027,8.09016536163016,8.45553271778242,7.0431913722768,"FAM120AOS","family with sequence similarity 120A opposite strand","9","NM_198841","9q22.31","Hs.350364","12477932, 14585507, 14702039","158293"
"7997569",8.22602678036657,8.61886265071249,8.5477814060669,8.73619895877017,9.12337132917907,8.82174209885493,8.50116045198162,8.18224535827134,8.30742852519225,8.93112161087981,8.73186206106475,8.83099048124926,8.31206610424382,8.45590253949561,8.48743811292871,9.0019429480695,"ADAD2","adenosine deaminase domain containing 2","16","NM_139174","16q24.1","Hs.8977","12477932, 14702039","161931"
"7947815",8.80448600313252,8.6442889333787,8.66700506618724,10.1120484795286,7.84473714406068,9.63112247604455,7.58391015187168,9.30206767252652,8.80783788642329,8.10617031694514,9.3469347348009,8.89041629167178,8.5612115595535,9.39523421222388,8.911811402066,7.97527478760954,"ACP2","acid phosphatase 2, lysosomal","11","NM_001610","11p11.2-p11.11; 11p12-p11","Hs.532492","69583, 730175, 975882, 2776754, 3160696, 3191910, 3904632, 5410815, 6164873, 6193776, 6651479, 6970673, 7576159, 8619474, 9040486, 9110174, 11801736, 12477932, 15489334","53"
"7911754",7.42559357765306,7.21752155283911,7.30140473756448,7.11665586158262,8.12319024045716,7.58901438522824,7.36229453839559,8.76145150353393,7.64327899631198,8.10517519226548,8.9627803538048,7.8724594217232,8.22593041117105,7.54442356218942,7.95791459863299,7.79246495997994,"TNFRSF14","tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)","1","NM_003820","1p36.3-p36.2","Hs.512898","8898196, 9153189, 9162022, 9162061, 9462508, 9774688, 10706119, 11390428, 11463856, 11511370, 11742858, 11756979, 11976496, 12093804, 12466117, 12477932, 12915568, 12975309, 14749527, 15110526, 15301860, 15340161, 15489334, 15568026, 15647361, 15767456, 15917993, 16131544, 16169851, 16189514, 16797773, 17010447, 17353931, 17405920, 17947707, 18193050","8764"
"7957503",4.50080205305716,4.43762724831895,4.95930648975966,5.4944156103975,5.16791986555194,5.51159454153741,5.27798474729977,5.21140163741847,5.53760669149529,5.86021792474585,4.95884267524324,4.70321146739115,5.49537538094463,5.42122329922514,5.30048984436311,4.77082904603249,"","","","","","","",""
"8144488",7.68608026353771,6.46776855726253,6.81736743783865,6.32210842049736,7.62804448261682,8.15040735698057,7.77036656965703,7.80335621179794,5.69265037003553,8.71194223794847,6.98470326682514,7.32391043801979,6.97315203787724,4.98367769469807,8.0333128679414,6.92659251005107,"","","","","","","",""
"7922737",6.98413359454098,6.34109623795764,5.8923910259134,6.71066869967463,7.57334422759282,7.05463144878297,7.14852742516046,6.35367615775164,6.34002810238993,7.01535929497916,6.76593249347046,6.52277766952458,7.10475598696226,7.01535929497916,6.9282518702876,6.6064422281316,"C1orf14","chromosome 1 open reading frame 14","1","NM_030933","1q25.3","Hs.497034","11318611, 12477932","81626"
"7916274",9.35188888247183,9.31426600907513,9.50868614047548,8.73298141541113,8.7129052499075,8.97965383615937,9.6325408765469,8.2385002788795,9.44138802934669,8.93778574976283,8.4163330886887,8.68467849988207,8.25625587320273,8.95556273298888,8.40045254027644,8.60169651648096,"MAGOH","mago-nashi homolog, proliferation-associated (Drosophila)","1","NM_002370","1p34-p33","Hs.421576","9272960, 9479507, 10662555, 11042152, 11447110, 11696323, 11707413, 11991638, 12477932, 12730685, 12781131, 14730019, 14973490, 15324660, 15489334, 16170325, 16209946, 16710414, 16931718, 17353931","4116"
"8152240",5.8801957289431,4.81864608282254,5.58135124716878,4.96162332828694,5.20906339534927,6.18962691588486,6.04636009064731,5.67609812091222,5.970163424661,5.24868662687383,5.3547342399706,4.57773093149008,4.70431867776083,4.93545974780529,4.92409988564074,5.01524777369894,"","","","","","","",""
"8015607",10.3294487940605,10.9122456668661,11.2273692563671,11.4777127388834,11.3449948907727,10.3396718813904,10.8060178775899,11.8337044639947,10.8795143294137,11.1854391727886,10.7872087892213,10.7579399788921,11.2059947972841,10.6314772069273,10.0828409431446,10.9632284518598,"STAT3","signal transducer and activator of transcription 3 (acute-phase response factor)","17","NM_139276","17q21.31","Hs.463059","3031469, 7512451, 7624343, 7701321, 7719938, 8272872, 8608603, 8626374, 8626489, 8631962, 8657134, 8675499, 8889548, 8921406, 8923468, 9162009, 9211920, 9343414, 9373245, 9388192, 9398404, 9440692, 9484840, 9566874, 9584171, 9630560, 9647732, 9670957, 9714332, 9864141, 9872331, 9917912, 9923604, 9989503, 10037026, 10205054, 10446219, 10458605, 10464281, 10490649, 10506573, 10521505, 10570284, 10602027, 10688651, 10764767, 10809230, 10825200, 10875894, 10878010, 10918587, 10925297, 10954736, 10982829, 11021801, 11076863, 11134330, 11163768, 11171987, 11279133, 11294897, 11322786, 11328823, 11335711, 11350938, 11418668, 11429412, 11438698, 11463827, 11470914, 11536047, 11585385, 11594781, 11722592, 11739197, 11751884, 11751994, 11773079, 11809683, 11815625, 11827956, 11843291, 11853668, 11856732, 11859072, 11861277, 11861839, 11872739, 11882364, 11923478, 11929748, 11940567, 11940572, 11959895, 11960372, 11987152, 12023369, 12039028, 12057007, 12060494, 12061840, 12067972, 12070153, 12089333, 12105218, 12168776, 12193474, 12208879, 12235142, 12244095, 12359225, 12361954, 12389630, 12393476, 12396456, 12426389, 12444102, 12444174, 12466961, 12477932, 12506013, 12531804, 12540842, 12545153, 12547716, 12551922, 12555068, 12556536, 12559950, 12562765, 12576423, 12600988, 12615922, 12623850, 12626508, 12628925, 12629155, 12629515, 12637318, 12637586, 12640143, 12670499, 12707028, 12738762, 12743296, 12748293, 12763138, 12775419, 12777975, 12782602, 12789269, 12804609, 12821944, 12824284, 12832402, 12833138, 12846741, 12865928, 12865943, 12867595, 12873986, 12900415, 12947115, 12960275, 12963127, 12969979, 14515142, 14522952, 14551213, 14593105, 14647442, 14672334, 14674010, 14688368, 14701810, 14702039, 14712222, 14715251, 14715258, 14736711, 14737107, 14963038, 14966128, 15007380, 15034082, 15064716, 15070700, 15077160, 15141228, 15143062, 15145953, 15150111, 15156153, 15161657, 15162527, 15163742, 15165826, 15184909, 15194700, 15194868, 15198092, 15207733, 15223310, 15229229, 15242774, 15254691, 15277698, 15284113, 15286705, 15297310, 15336564, 15343382, 15378007, 15465816, 15474458, 15476590, 15485908, 15489334, 15489336, 15530426, 15575898, 15588985, 15590419, 15592455, 15604419, 15615703, 15629435, 15638726, 15643501, 15649887, 15650183, 15653507, 15664994, 15665295, 15673499, 15677474, 15682485, 15688010, 15703780, 15735682, 15735720, 15735721, 15736426, 15764709, 15809078, 15837065, 15845643, 15870198, 15878791, 15882975, 15894558, 15895073, 15905571, 15912144, 15917293, 15923602, 15935090, 15936715, 15944400, 15950906, 15951569, 15958548, 15979846, 15994929, 16007214, 16036105, 16061629, 16061651, 16081048, 16082218, 16098628, 16107692, 16125646, 16140268, 16142329, 16174774, 16189514, 16192633, 16236134, 16236267, 16260903, 16278387, 16285960, 16331268, 16377083, 16381901, 16382134, 16407171, 16425286, 16432158, 16503733, 16512876, 16524883, 16557588, 16568091, 16571725, 16619044, 16636048, 16651533, 16685378, 16709613, 16732314, 16807407, 16825495, 16828865, 16835372, 16840717, 16841088, 16861352, 16871275, 16877361, 16887796, 16904741, 16926159, 16935931, 16946298, 16948814, 16951221, 16959370, 16984731, 17008315, 17012261, 17015686, 17077296, 17078813, 17142261, 17145757, 17151100, 17151125, 17182572, 17194701, 17203226, 17204573, 17209045, 17220301, 17241887, 17276988, 17289576, 17311011, 17318196, 17341611, 17341659, 17344214, 17360477, 17374439, 17376889, 17379849, 17404258, 17438134, 17459060, 17460772, 17463090, 17519976, 17525530, 17531096, 17533050, 17543278, 17543500, 17545518, 17572495, 17597020, 17602083, 17603019, 17616678, 17634553, 17636030, 17636079, 17639043, 17640230, 17668881, 17670892, 17671686, 17676033, 17686614, 17689208, 17700521, 17702747, 17716862, 17720094, 17726017, 17726064, 17764814, 17824789, 17855361, 17855663, 17869487, 17875724, 17875759, 17880940, 17881745, 17888401, 17895321, 17911113, 17911267, 17918184, 17920763, 17938255, 17951530, 17956865, 17959148, 17961551, 17967179, 17971300, 17975158, 18024124, 18047677, 18060032, 18171991, 18172037, 18172861, 18184402, 18204781, 18242580","6774"
"7915207",10.0152198920318,11.3791508972187,9.84675969100341,9.49962667643211,9.53441961637302,9.18742630945726,10.0089747818487,9.41846405420596,8.74261259758287,9.6934172604032,9.96185480763616,9.58135124716878,9.65132082559644,9.22749561353877,9.03713508879093,9.54733800113734,"PABPC4","poly(A) binding protein, cytoplasmic 4 (inducible form)","1","NM_003819","1p32-p36","Hs.169900","8125298, 8524242, 9030741, 9373149, 10358005, 10543404, 11369516, 12477932, 14559993, 14702039, 15231747, 15231748, 15383276, 15489334, 15592455, 15782174, 17353931","8761"
"7959484",3.1586601753465,5.36246988875021,4.45614903464800,5.351204277258,5.27500704749987,2.10768786931437,4.74416109557041,3.877744249949,5.64472154721798,4.38128337250378,5.32481060342048,4.36106648879432,4.39506279951758,5.20867331962947,5.67694435910691,4.83794324189103,"CCDC62","coiled-coil domain containing 62","12","NM_201435","12q24.31","Hs.592008","12477932, 14702039, 15489334","84660"
"7947099",7.19760987837947,6.99785690857922,6.75595576955096,6.77860284514321,7.0672730065288,7.6861503159809,6.53838296003212,6.48526580311283,6.94110631094643,6.96935773910922,7.23783136909528,7.22371214112541,6.98936611402606,7.02170180007169,6.80787007829978,7.43020162635993,"CSRP3","cysteine and glycine-rich protein 3 (cardiac LIM protein)","11","NM_003476","11p15.1","Hs.83577","7490106, 7499425, 7954791, 8782062, 9234731, 10751147, 11113014, 12127981, 12477932, 12507422, 12642359, 12878195, 15489334, 16189514, 17519359","8048"
"8176867",3.89433274227769,6.35614381022528,5.92623668441333,5.87258254483322,6.51349074558812,6.1261882105221,5.92576211367192,5.59544398458948,5.33163356717103,5.85249829878989,6.01591677210689,6.50303064564116,6.16530901559716,5.30924896081662,6.11748726632592,6.21878116778407,"","","","","","","",""
"8105495",6.25001411501037,5.59036248846375,6.5312254850536,4.08915913191124,5.85723458049979,6.08108392868763,5.45779126025604,3.75915583380027,5.63836350589786,5.90255600534463,5.3387809438947,6.40514146313634,7.330827266944,6.72410451986685,4.32481060342048,5.90327934205614,"PART1","prostate androgen-regulated transcript 1","5","AK094518","5q12.1","Hs.661347","10706094, 12477932, 14702039, 15489334","25859"
"8134655",5.69543711040537,6.24659810305712,5.86814347966673,6.19790469702582,6.15360269614038,5.39300425689832,5.78920757534734,5.64183500155537,5.93404464711225,6.42155994490182,6.49697358099828,6.48155728070859,6.02613608984167,5.42122329922514,5.86863738417031,6.41531924814038,"CYP3A43","cytochrome P450, family 3, subfamily A, polypeptide 43","7","NM_057095","7q21.1","Hs.306220, Hs.654391, Hs.695915","9890157, 11137287, 11160876, 11243885, 11266076, 11726664, 12477932, 12853948, 14695544, 14759258, 15548719, 15894682, 16314882, 16848237","64816"
"8047763",7.34731131636529,6.7356575589924,7.3839634359722,7.45959555194136,7.59380192890496,6.95768248616512,7.17052599917685,8.91695427895322,6.02657877012771,8.01997984217095,8.47273144936906,7.45582036508492,6.52434581646254,8.17901334610923,6.57046293102604,6.92350576833181,"","","","","","","",""
"8100143",3.99548451887751,4.75488750216347,4.28021399581062,2.39780296186249,4.05658352836637,3.44757919654888,3.80529245560071,2.75702324650746,3.30158764660319,2.89917563048051,1.48026512205446,3.41683974191283,3.37573453858316,2.56315813040281,3.95791459863299,2.22032995487956,"","","","","","","",""
"7987572",11.5846619079415,11.0009506819655,10.3584753857581,10.5063373373085,11.0252433993555,11.3578488701559,10.9395865599938,10.9077844889872,11.2164488021654,11.1637565849390,10.8796291945831,11.4680996089053,11.4980513660353,11.5419968085319,11.6219373879639,11.9864109352520,"","","","","","","",""
"8117718",4.43562859405209,3.29719141656586,3.31903981556254,4.14077865578280,3.9297909977186,3.57167680997093,3.5957423394744,4.17312743348066,3.47378691161437,2.80322703643493,3.23419472295381,3.84297883178833,2.03562390973072,3.19534759832222,3.47378691161437,3.93073733756289,"OR2J3","olfactory receptor, family 2, subfamily J, member 3","6","NM_001005216","6p22.1","Hs.553836","12213199, 14574404, 14983052","442186"
"7960865",9.37260391520448,8.16812050459556,8.75067349320609,9.31779697973242,8.62764331357472,8.34180788924394,8.88105276340512,9.2185148024762,8.23615773650404,9.41337406005424,10.3709815819951,9.0249457130698,9.2178365596936,8.6318318506101,8.06361079526034,9.08703845676695,"SLC2A3","solute carrier family 2 (facilitated glucose transporter), member 3","12","NM_006931","12p13.3","Hs.419240, Hs.655169","1695905, 3170580, 7502272, 9253355, 9477959, 10086067, 11991658, 12064911, 12112827, 12397394, 12477932, 12554125, 12583599, 14757434, 15489334, 16049004, 16125330, 16136514, 16303743, 17442736, 17559076, 17611657, 17920708","6515"
"8080013",8.6456224096109,8.96503388812081,8.01742088523102,7.83617662480922,8.44219708122094,8.13529886114067,7.82915188566365,8.8535278927253,8.57213175138666,8.12148171407459,8.65090813229122,8.38404980679516,8.38694024532431,9.03710762693175,8.57247286332635,8.40565206128037,"MAPKAPK3","mitogen-activated protein kinase-activated protein kinase 3","3","NM_004635","3p21.3","Hs.234521","8603390, 8622688, 8626550, 8774846, 8943323, 9207191, 10781029, 11157753, 11975836, 12171600, 12477932, 15302577, 15489334, 15563468, 16189514","7867"
"8158028",5.64183500155537,7.3464250855856,7.14893410452634,8.54893747352624,6.77676200178623,6.16490692667569,7.49641441234776,7.1106138055009,5.54101915313356,6.85561602278684,6.77794567069515,7.99316484557334,7.21451341008002,6.91312876781974,7.7981801544352,6.5461227588578,"LRSAM1","leucine rich repeat and sterile alpha motif containing 1","9","NM_001005373","9q33.3-q34.11","Hs.495188","7757816, 12477932, 12975309, 14635195, 14702039, 15164053, 15256501, 15489334, 16189514, 16713569, 16808324","90678"
"7957476",3.89820835250872,4.68873986801449,4.63807383718072,4.45022149589718,3.76128527336162,2.56803210477128,2.24184018356467,3.76022094646651,4.32264926213102,3.49569516262407,4.70265754339091,4.15461561132689,2.29572302453997,1.75274859140713,3.66789212523023,1.76553474636298,"","","","","","","",""
"8119427",6.65248649491816,6.68495896159385,6.56331069160856,7.24031432933371,7.44153327719893,7.08873524619028,6.82616710780042,6.78711898281334,7.02192383855476,7.23859581210741,7.00854067170295,7.3768633740274,6.79467578798686,6.80851376502839,7.2744480439252,7.11186596386756,"TREML4","triggering receptor expressed on myeloid cells-like 4","6","NM_198153","6p21.1","Hs.434181","12477932, 12645956, 12975309, 14702039","285852"
"7946001",4.66277517193778,5.44592529857927,5.36772051340145,5.36876834909033,5.34766565630097,4.84297883178833,4.92647391125607,4.94532677726463,5.05961485629722,5.57531233068744,5.46270675067016,5.36106648879432,5.20867331962947,4.42223300068305,4.94906796585291,4.97452931248388,"OR52R1","olfactory receptor, family 52, subfamily R, member 1","11","NM_001005177","11p15.4","Hs.553563","14983052","119695"
"8099504",0.0426443374084937,8.63803762450132,7.0203688510632,5.45647762935182,2.52857131887076,3.51222688651396,6.44228003525258,0.0143552929770701,0,6.63778411029132,5.86096279785812,5.30852106219326,7.6155192927835,0,0.0143552929770701,3.74523733212975,"","","","","","","",""
"7991070",10.0167525841000,7.5933537709803,8.84495678249315,9.43243750478483,9.82292130511737,9.58706489836317,9.25920185728779,8.89615073097656,9.44607009036815,9.80038224830338,8.13827180017222,9.14169844863568,8.45339411189674,9.6636470469158,10.8772381138087,8.7744246934243,"HDGFRP3","hepatoma-derived growth factor, related protein 3","15","NM_016073","15q25.2","Hs.513954","10581169, 10810093, 12477932, 14702039, 15371438, 15489334, 15761153, 16337983","50810"
"7944335",3.0496307677246,3.5837597536395,3.55336050333533,2.99638874644762,3.46466826700344,2.62293035092018,5.16108148227718,0.887525270741587,2.8011586560937,5.91719303692495,7.90032343138174,5.48607074373567,6.59350317242411,2.78450398292957,1.94860084749336,4.99367436175059,"CXCR5","chemokine (C-X-C motif) receptor 5","11","NM_001716","11q23.3","Hs.113916","1425907, 7639692, 9463416, 9486651, 11688722, 11714765, 12070001, 12171958, 12324654, 12447991, 12477932, 12578791, 12620646, 14618028, 14763921, 15580304, 15713799, 15780119, 16225771, 16318584, 16344560, 16888899, 17015714, 17018614, 17652619","643"
"7928060",0.85598969730848,4.02147972741045,3.58135124716878,3.22650852980868,3.31034012061215,4.39506279951758,3.9126498648972,2.92599941855622,3.91552090075196,3.86492897228979,2.60880924267552,2.6507645591169,4.38818953715608,2.81966818349646,4.11270013274936,3.37155886261196,"","","","","","","",""
"7992905",8.49321499862672,8.8835902710978,9.06538920591303,8.57182847305027,8.66451839530513,8.85343432363353,9.38773733228117,9.50854749883172,9.47145168094253,8.66945202565741,8.46886837424539,9.36402518992656,8.62249115206117,9.51074439129103,10.1033271541039,8.0163625987609,"FLJ14154","hypothetical protein FLJ14154","16","NM_024845","16p13.3","Hs.513296","8125298, 9373149, 12477932, 12975309, 14702039, 16344560","79903"
"8079950",9.67451008516512,10.0313703820956,10.0517119608128,10.1970938007346,10.4241347885825,10.6121220826633,10.1869932107656,11.5195478015258,11.2468059041980,10.8524514816024,11.0881521998921,10.0779639526136,9.93520925817172,10.6576221428865,10.2494571928300,10.0896490945720,"GNAI2","guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2","3","NM_002070","3p21","Hs.77269","1671672, 1718802, 1733849, 2114093, 2116665, 2121366, 2169434, 2502457, 2512386, 2834384, 2837412, 3100330, 3120178, 7737262, 7882989, 7887906, 7961880, 7962171, 8098045, 8190105, 8362897, 8473899, 8552586, 8554519, 8587610, 8621645, 8662698, 8663053, 8663057, 8663226, 8903513, 8973305, 8982657, 8986788, 9079700, 9092559, 9237368, 9637720, 9647645, 9660808, 10471929, 10493819, 10598579, 10644723, 10727522, 10840027, 10906137, 10978845, 11055978, 11120746, 11168387, 11286993, 11369591, 11387333, 11950062, 11955952, 12068084, 12088413, 12359238, 12477932, 12509430, 12624107, 12748287, 12860983, 14623802, 14634662, 14701866, 14702039, 15126921, 15251452, 15312896, 15331550, 15489334, 15640523, 16189514, 16298104, 16565233, 17550964","2771"
"8019703",11.785178616198,13.1859625318723,11.8060259357856,12.0775567915729,12.0827444959729,13.2434536868315,12.5150566904994,11.2210372457638,13.7169716092009,12.1398039298184,12.0708119305525,11.9599331272000,11.3942858303656,11.9687351828062,12.2825759084488,12.5103092368977,"RNU2B","RNA, U2B small nuclear","11","NR_002761","11q12.3","","6238232","26855"
"8176933",3.93262815702213,4.50143914515887,2.70708299177171,3.79493566280354,4.21179097625254,1.0496307677246,4.86888427302877,3.48928602262588,4.70043971814109,5.10559427579519,4.84699468696557,5.35579154675365,5.44393811501318,5.45285896471381,4.75381844317354,4.47767732756531,"","","","","","","",""
"7939329",8.58150189667979,8.50116045198162,8.5281415092542,8.800090987625,8.73819361636731,9.0573148777827,9.09892690816006,8.9898769733302,10.1909604809537,9.02383750335511,8.68996303891322,8.48518528434396,9.36360914685233,9.39929928969754,9.44596666914465,8.43608686360791,"PDHX","pyruvate dehydrogenase complex, component X","11","NM_003477","11p13","Hs.502315","2112155, 7864652, 8584393, 8619474, 9110174, 9242632, 9399911, 9467010, 11756538, 11935326, 12372595, 12477932, 12573248, 12816949, 14638692, 15277425, 15489334, 15896300, 15979049, 16189514, 16263718, 16282329, 16442803, 16566017, 16629643, 16843025, 17024456","8050"
"8033969",7.41818994794577,8.29457480245805,8.07777707328828,7.99242855993437,7.77597234930845,7.38672474079917,7.64450525651406,8.27356251172028,7.70154905694307,7.36010085880605,8.20955084173053,8.31251996747495,7.61360531806338,7.81307570117431,8.23045281904419,7.49721315837685,"RAVER1","ribonucleoprotein, PTB-binding 1","19","NM_133452","19p13.2","Hs.654865","11724819, 11853319, 12477932, 15302935, 15489334, 16964243, 17081983, 17931803","125950"
"7986601",8.11337754000113,8.46483160637989,8.27733390042982,7.4606606646076,6.17512534965772,6.57334422759282,6.55474232171032,7.50993331608402,5.31288295528436,6.96162332828694,7.47929524299885,7.3204846780177,7.27099606074028,6.29333369530646,5.50842865253186,7.38223493275113,"LOC401805","hypothetical gene supported by NM_144726","15","XR_017148","15q11.2","","","401805"
"7945169",8.01457846492289,9.66097637780643,10.9989852482589,9.52999658864172,7.86888427302877,7.60095358683846,6.8332696208084,7.65906827484323,7.30560578958543,6.59902017739168,4.9518675043269,6.56437816856506,5.80864246791806,9.02561023051714,6.61353165291793,9.16095547280554,"TMEM45B","transmembrane protein 45B","11","NM_138788","11q24.3","Hs.504301","12477932, 14702039, 15489334","120224"
"7961187",1.59454854955035,3.8094144442359,3.22804904788446,4.21800615028443,2.63226821549951,2.21101219348551,3.22032995487956,4.64673869830785,5.01167453338092,3.86789646399265,7.01301553583926,5.60999129521268,5.73606362787181,4.70321146739115,3.98641093525204,3.22650852980868,"KLRC1","killer cell lectin-like receptor subfamily C, member 1","12","NM_002259","12p13","Hs.512576","2007850, 8436421, 8753859, 8943374, 9034158, 9218532, 9485206, 9486650, 9598306, 9842883, 10488737, 11238637, 12165520, 12387742, 12444112, 12461076, 12477932, 12618865, 15489334, 15528343, 15550116, 15561299, 15687235, 16434388, 16690409, 16951318, 17545086, 17767552, 17927829, 17976318, 18056444, 18083576, 18172398","3821"
"7967881",7.53954658023841,8.61342114814664,8.18358576084205,8.46683101436196,8.53729606709084,7.32246900411355,8.68035952351371,8.05343720967728,7.8362397555407,8.5696277963915,9.02923200313464,8.61161503769234,8.3993420191255,7.66810493826677,8.90995306984273,7.92463438211153,"MPHOSPH8","M-phase phosphoprotein 8","13","NM_017520","13q12.11","Hs.269654","8885239, 12477932, 12559565, 14702039, 15057823, 15489334, 16583711, 17081983","54737"
